Beginning train with params:
Attention: True, Bidirectional: False
Batch: 14, Loss: 6.685850143432617

Epoch 140 out of 2000Batch: 1, Loss: 6.3956451416015625
Batch: 2, Loss: 6.835055828094482
Batch: 3, Loss: 6.487410068511963
Batch: 4, Loss: 6.682353973388672
Batch: 5, Loss: 6.766829490661621
Batch: 6, Loss: 6.293947696685791
Batch: 7, Loss: 6.9622602462768555
Batch: 8, Loss: 6.555158615112305
Batch: 9, Loss: 6.686112403869629
Batch: 10, Loss: 6.5733323097229
Batch: 11, Loss: 6.79905891418457
Batch: 12, Loss: 6.614448070526123
Batch: 13, Loss: 7.304518699645996
Batch: 14, Loss: 6.563785076141357

Epoch 141 out of 2000Batch: 1, Loss: 6.689152240753174
Batch: 2, Loss: 6.829160213470459
Batch: 3, Loss: 7.128871440887451
Batch: 4, Loss: 7.110270977020264
Batch: 5, Loss: 7.021803379058838
Batch: 6, Loss: 6.790499687194824
Batch: 7, Loss: 6.938971519470215
Batch: 8, Loss: 7.013608932495117
Batch: 9, Loss: 6.964548110961914
Batch: 10, Loss: 7.181901931762695
Batch: 11, Loss: 7.343382358551025
Batch: 12, Loss: 6.906549453735352
Batch: 13, Loss: 6.973043918609619
Batch: 14, Loss: 7.259559631347656

Epoch 142 out of 2000Batch: 1, Loss: 6.270812511444092
Batch: 2, Loss: 6.971946716308594
Batch: 3, Loss: 7.139425754547119
Batch: 4, Loss: 6.513112545013428
Batch: 5, Loss: 6.489102363586426
Batch: 6, Loss: 6.503602027893066
Batch: 7, Loss: 6.724299907684326
Batch: 8, Loss: 6.366638660430908
Batch: 9, Loss: 6.662211894989014
Batch: 10, Loss: 6.2601752281188965
Batch: 11, Loss: 6.408203601837158
Batch: 12, Loss: 6.216543197631836
Batch: 13, Loss: 6.471767902374268
Batch: 14, Loss: 6.557882785797119

Epoch 143 out of 2000Batch: 1, Loss: 7.099465370178223
Batch: 2, Loss: 7.156630039215088
Batch: 3, Loss: 7.307918548583984
Batch: 4, Loss: 7.109554290771484
Batch: 5, Loss: 7.172580718994141
Batch: 6, Loss: 7.195621967315674
Batch: 7, Loss: 7.250247001647949
Batch: 8, Loss: 6.92612886428833
Batch: 9, Loss: 7.062582969665527
Batch: 10, Loss: 7.166797637939453
Batch: 11, Loss: 6.631050109863281
Batch: 12, Loss: 6.56889009475708
Batch: 13, Loss: 6.7816667556762695
Batch: 14, Loss: 6.960912227630615

Epoch 144 out of 2000Batch: 1, Loss: 7.2846293449401855
Batch: 2, Loss: 6.945639133453369
Batch: 3, Loss: 6.851539134979248
Batch: 4, Loss: 7.199979782104492
Batch: 5, Loss: 6.837169170379639
Batch: 6, Loss: 6.996608257293701
Batch: 7, Loss: 6.582663536071777
Batch: 8, Loss: 7.294007778167725
Batch: 9, Loss: 7.130700588226318
Batch: 10, Loss: 7.292548179626465
Batch: 11, Loss: 6.9696455001831055
Batch: 12, Loss: 6.7226691246032715
Batch: 13, Loss: 7.182490348815918
Batch: 14, Loss: 6.699733734130859

Epoch 145 out of 2000Batch: 1, Loss: 7.057875156402588
Batch: 2, Loss: 6.9595947265625
Batch: 3, Loss: 6.566827297210693
Batch: 4, Loss: 6.592244625091553
Batch: 5, Loss: 6.844573497772217
Batch: 6, Loss: 6.389364719390869
Batch: 7, Loss: 6.867073059082031
Batch: 8, Loss: 6.574678421020508
Batch: 9, Loss: 6.213230609893799
Batch: 10, Loss: 6.48952054977417
Batch: 11, Loss: 6.420114040374756
Batch: 12, Loss: 7.004136562347412
Batch: 13, Loss: 6.6855363845825195
Batch: 14, Loss: 6.15430212020874

Epoch 146 out of 2000Batch: 1, Loss: 7.22628116607666
Batch: 2, Loss: 6.9643988609313965
Batch: 3, Loss: 6.8021087646484375
Batch: 4, Loss: 6.835513114929199
Batch: 5, Loss: 6.607311725616455
Batch: 6, Loss: 6.733348846435547
Batch: 7, Loss: 6.3334736824035645
Batch: 8, Loss: 6.79840087890625
Batch: 9, Loss: 6.976616859436035
Batch: 10, Loss: 6.78771448135376
Batch: 11, Loss: 7.170126438140869
Batch: 12, Loss: 6.547357082366943
Batch: 13, Loss: 6.816713333129883
Batch: 14, Loss: 6.287628173828125

Epoch 147 out of 2000Batch: 1, Loss: 7.058719635009766
Batch: 2, Loss: 7.0611701011657715
Batch: 3, Loss: 6.914793014526367
Batch: 4, Loss: 6.919178485870361
Batch: 5, Loss: 7.3062591552734375
Batch: 6, Loss: 7.287085056304932
Batch: 7, Loss: 6.975218772888184
Batch: 8, Loss: 7.026386260986328
Batch: 9, Loss: 7.164941310882568
Batch: 10, Loss: 6.828309059143066
Batch: 11, Loss: 7.793896198272705
Batch: 12, Loss: 6.73361349105835
Batch: 13, Loss: 6.946253299713135
Batch: 14, Loss: 7.038074493408203

Epoch 148 out of 2000Batch: 1, Loss: 6.955600261688232
Batch: 2, Loss: 6.983037948608398
Batch: 3, Loss: 7.50178337097168
Batch: 4, Loss: 7.324554920196533
Batch: 5, Loss: 6.870149612426758
Batch: 6, Loss: 6.978903293609619
Batch: 7, Loss: 7.149221897125244
Batch: 8, Loss: 6.822505950927734
Batch: 9, Loss: 6.866166114807129
Batch: 10, Loss: 7.4204277992248535
Batch: 11, Loss: 7.1483683586120605
Batch: 12, Loss: 7.280592918395996
Batch: 13, Loss: 7.06054162979126
Batch: 14, Loss: 7.010035991668701

Epoch 149 out of 2000Batch: 1, Loss: 7.070832252502441
Batch: 2, Loss: 7.223398208618164
Batch: 3, Loss: 7.128469467163086
Batch: 4, Loss: 6.9655303955078125
Batch: 5, Loss: 6.961502552032471
Batch: 6, Loss: 7.057143211364746
Batch: 7, Loss: 6.980313301086426
Batch: 8, Loss: 7.1046624183654785
Batch: 9, Loss: 7.169351100921631
Batch: 10, Loss: 7.199498653411865
Batch: 11, Loss: 6.759138107299805
Batch: 12, Loss: 7.0932512283325195
Batch: 13, Loss: 7.334603786468506
Batch: 14, Loss: 7.115787506103516

Epoch 150 out of 2000Batch: 1, Loss: 6.181944847106934
Batch: 2, Loss: 6.107094764709473
Batch: 3, Loss: 6.205423831939697
Batch: 4, Loss: 6.187022686004639
Batch: 5, Loss: 5.601322650909424
Batch: 6, Loss: 6.139420032501221
Batch: 7, Loss: 5.992234706878662
Batch: 8, Loss: 6.137381076812744
Batch: 9, Loss: 6.389086723327637
Batch: 10, Loss: 5.789842128753662
Batch: 11, Loss: 6.019871234893799
Batch: 12, Loss: 6.2053141593933105
Batch: 13, Loss: 6.397273063659668
Batch: 14, Loss: 6.450798034667969

Epoch 151 out of 2000Batch: 1, Loss: 6.702538013458252
Batch: 2, Loss: 6.39329719543457
Batch: 3, Loss: 6.159234046936035
Batch: 4, Loss: 6.455783367156982
Batch: 5, Loss: 6.503889083862305
Batch: 6, Loss: 6.556736469268799
Batch: 7, Loss: 6.485409736633301
Batch: 8, Loss: 6.514166831970215
Batch: 9, Loss: 6.788782596588135
Batch: 10, Loss: 6.2943315505981445
Batch: 11, Loss: 6.63817834854126
Batch: 12, Loss: 6.614736080169678
Batch: 13, Loss: 6.289593696594238
Batch: 14, Loss: 6.102142810821533

Epoch 152 out of 2000Batch: 1, Loss: 6.447930812835693
Batch: 2, Loss: 6.619738578796387
Batch: 3, Loss: 6.063540458679199
Batch: 4, Loss: 6.629772186279297
Batch: 5, Loss: 6.279280185699463
Batch: 6, Loss: 6.23402214050293
Batch: 7, Loss: 5.902153491973877
Batch: 8, Loss: 6.603419303894043
Batch: 9, Loss: 6.747282028198242
Batch: 10, Loss: 6.681354999542236
Batch: 11, Loss: 6.023093223571777
Batch: 12, Loss: 6.1130781173706055
Batch: 13, Loss: 6.165470600128174
Batch: 14, Loss: 6.721554756164551

Epoch 153 out of 2000Batch: 1, Loss: 6.870932579040527
Batch: 2, Loss: 6.857696056365967
Batch: 3, Loss: 6.803932189941406
Batch: 4, Loss: 7.333668231964111
Batch: 5, Loss: 6.829199314117432
Batch: 6, Loss: 7.504249572753906
Batch: 7, Loss: 7.220978260040283
Batch: 8, Loss: 7.098894119262695
Batch: 9, Loss: 6.8543267250061035
Batch: 10, Loss: 7.401270389556885
Batch: 11, Loss: 6.7462029457092285
Batch: 12, Loss: 7.2480034828186035
Batch: 13, Loss: 6.850615501403809
Batch: 14, Loss: 7.087510585784912

Epoch 154 out of 2000Batch: 1, Loss: 5.954826831817627
Batch: 2, Loss: 6.166207313537598
Batch: 3, Loss: 6.51643705368042
Batch: 4, Loss: 6.037374496459961
Batch: 5, Loss: 6.561707973480225
Batch: 6, Loss: 6.616066932678223
Batch: 7, Loss: 6.391363620758057
Batch: 8, Loss: 6.519105434417725
Batch: 9, Loss: 6.327506065368652
Batch: 10, Loss: 6.189401149749756
Batch: 11, Loss: 6.328395366668701
Batch: 12, Loss: 5.9638519287109375
Batch: 13, Loss: 6.60029411315918
Batch: 14, Loss: 6.388002395629883

Epoch 155 out of 2000Batch: 1, Loss: 7.048833847045898
Batch: 2, Loss: 7.187535762786865
Batch: 3, Loss: 6.97514533996582
Batch: 4, Loss: 7.085309982299805
Batch: 5, Loss: 6.821483612060547
Batch: 6, Loss: 6.972867012023926
Batch: 7, Loss: 7.2827839851379395
Batch: 8, Loss: 7.499117851257324
Batch: 9, Loss: 6.872542381286621
Batch: 10, Loss: 7.008121967315674
Batch: 11, Loss: 6.94545841217041
Batch: 12, Loss: 7.37559700012207
Batch: 13, Loss: 7.17829704284668
Batch: 14, Loss: 7.124770641326904

Epoch 156 out of 2000Batch: 1, Loss: 7.296687126159668
Batch: 2, Loss: 6.901284694671631
Batch: 3, Loss: 7.076770782470703
Batch: 4, Loss: 6.870321750640869
Batch: 5, Loss: 6.738725185394287
Batch: 6, Loss: 7.342421531677246
Batch: 7, Loss: 6.949382305145264
Batch: 8, Loss: 7.017712116241455
Batch: 9, Loss: 6.809053897857666
Batch: 10, Loss: 6.696197509765625
Batch: 11, Loss: 6.780455589294434
Batch: 12, Loss: 7.049008846282959
Batch: 13, Loss: 6.82802152633667
Batch: 14, Loss: 7.00618839263916

Epoch 157 out of 2000Batch: 1, Loss: 6.800438404083252
Batch: 2, Loss: 6.9911627769470215
Batch: 3, Loss: 6.923543453216553
Batch: 4, Loss: 6.48520565032959
Batch: 5, Loss: 6.632686614990234
Batch: 6, Loss: 6.878794193267822
Batch: 7, Loss: 7.58484411239624
Batch: 8, Loss: 7.1139631271362305
Batch: 9, Loss: 6.758336067199707
Batch: 10, Loss: 6.677691459655762
Batch: 11, Loss: 7.029133319854736
Batch: 12, Loss: 7.140670299530029
Batch: 13, Loss: 6.830097198486328
Batch: 14, Loss: 6.749582767486572

Epoch 158 out of 2000Batch: 1, Loss: 6.663736343383789
Batch: 2, Loss: 7.1669840812683105
Batch: 3, Loss: 7.046579360961914
Batch: 4, Loss: 6.885776519775391
Batch: 5, Loss: 6.578959941864014
Batch: 6, Loss: 7.396090984344482
Batch: 7, Loss: 6.917757034301758
Batch: 8, Loss: 6.670650482177734
Batch: 9, Loss: 7.178549766540527
Batch: 10, Loss: 7.320734024047852
Batch: 11, Loss: 6.6245551109313965
Batch: 12, Loss: 6.779239654541016
Batch: 13, Loss: 6.886809349060059
Batch: 14, Loss: 5.997544288635254

Epoch 159 out of 2000Batch: 1, Loss: 7.0117011070251465
Batch: 2, Loss: 6.8848958015441895
Batch: 3, Loss: 6.880624771118164
Batch: 4, Loss: 6.490277290344238
Batch: 5, Loss: 6.879356861114502
Batch: 6, Loss: 7.349764823913574
Batch: 7, Loss: 6.962989807128906
Batch: 8, Loss: 6.909140586853027
Batch: 9, Loss: 7.025875091552734
Batch: 10, Loss: 7.04636287689209
Batch: 11, Loss: 6.605802536010742
Batch: 12, Loss: 6.915774822235107
Batch: 13, Loss: 6.995959758758545
Batch: 14, Loss: 6.6069817543029785

Epoch 160 out of 2000Batch: 1, Loss: 5.612948894500732
Batch: 2, Loss: 6.206357479095459
Batch: 3, Loss: 6.093297481536865
Batch: 4, Loss: 5.5244526863098145
Batch: 5, Loss: 5.980691432952881
Batch: 6, Loss: 5.6532135009765625
Batch: 7, Loss: 5.765430927276611
Batch: 8, Loss: 5.663819789886475
Batch: 9, Loss: 5.426308631896973
Batch: 10, Loss: 5.605546474456787
Batch: 11, Loss: 5.6410017013549805
Batch: 12, Loss: 5.584895610809326
Batch: 13, Loss: 5.801668643951416
Batch: 14, Loss: 5.522773265838623

Epoch 161 out of 2000Batch: 1, Loss: 6.937305927276611
Batch: 2, Loss: 6.314811706542969
Batch: 3, Loss: 6.959076881408691
Batch: 4, Loss: 6.530614852905273
Batch: 5, Loss: 6.676065921783447
Batch: 6, Loss: 7.0696234703063965
Batch: 7, Loss: 6.928309440612793
Batch: 8, Loss: 6.429742813110352
Batch: 9, Loss: 6.519725322723389
Batch: 10, Loss: 6.409639835357666
Batch: 11, Loss: 6.907830715179443
Batch: 12, Loss: 6.5550665855407715
Batch: 13, Loss: 6.905770778656006
Batch: 14, Loss: 6.326995372772217

Epoch 162 out of 2000Batch: 1, Loss: 6.585152626037598
Batch: 2, Loss: 6.438282012939453
Batch: 3, Loss: 6.697045803070068
Batch: 4, Loss: 6.444092273712158
Batch: 5, Loss: 6.333199977874756
Batch: 6, Loss: 5.926383972167969
Batch: 7, Loss: 6.602067947387695
Batch: 8, Loss: 6.381833076477051
Batch: 9, Loss: 6.341320037841797
Batch: 10, Loss: 6.197065353393555
Batch: 11, Loss: 6.236289978027344
Batch: 12, Loss: 6.287795543670654
Batch: 13, Loss: 5.880664825439453
Batch: 14, Loss: 6.349184513092041

Epoch 163 out of 2000Batch: 1, Loss: 7.5591654777526855
Batch: 2, Loss: 7.505486965179443
Batch: 3, Loss: 7.111959934234619
Batch: 4, Loss: 7.171703815460205
Batch: 5, Loss: 6.633580684661865
Batch: 6, Loss: 7.0150980949401855
Batch: 7, Loss: 7.048855781555176
Batch: 8, Loss: 7.625317096710205
Batch: 9, Loss: 7.156484603881836
Batch: 10, Loss: 7.173877239227295
Batch: 11, Loss: 6.78825569152832
Batch: 12, Loss: 6.702287673950195
Batch: 13, Loss: 7.088587284088135
Batch: 14, Loss: 7.004474639892578

Epoch 164 out of 2000Batch: 1, Loss: 6.547248840332031
Batch: 2, Loss: 7.069323539733887
Batch: 3, Loss: 6.37843656539917
Batch: 4, Loss: 6.673084735870361
Batch: 5, Loss: 6.24945592880249
Batch: 6, Loss: 6.593507766723633
Batch: 7, Loss: 6.758331298828125
Batch: 8, Loss: 6.4402241706848145
Batch: 9, Loss: 6.407188892364502
Batch: 10, Loss: 6.282388687133789
Batch: 11, Loss: 6.364121437072754
Batch: 12, Loss: 6.490861415863037
Batch: 13, Loss: 6.885338306427002
Batch: 14, Loss: 6.317306995391846

Epoch 165 out of 2000Batch: 1, Loss: 6.187624931335449
Batch: 2, Loss: 6.6905951499938965
Batch: 3, Loss: 6.277588367462158
Batch: 4, Loss: 6.496456146240234
Batch: 5, Loss: 6.523832321166992
Batch: 6, Loss: 6.631412982940674
Batch: 7, Loss: 6.507925033569336
Batch: 8, Loss: 6.768126487731934
Batch: 9, Loss: 6.773701190948486
Batch: 10, Loss: 6.369589805603027
Batch: 11, Loss: 6.679922103881836
Batch: 12, Loss: 6.263342380523682
Batch: 13, Loss: 6.438647747039795
Batch: 14, Loss: 7.147562503814697

Epoch 166 out of 2000Batch: 1, Loss: 6.852763652801514
Batch: 2, Loss: 6.363256454467773
Batch: 3, Loss: 6.095232009887695
Batch: 4, Loss: 6.438181400299072
Batch: 5, Loss: 6.589956283569336
Batch: 6, Loss: 6.407578945159912
Batch: 7, Loss: 6.512260437011719
Batch: 8, Loss: 6.085846900939941
Batch: 9, Loss: 6.114497184753418
Batch: 10, Loss: 6.371022701263428
Batch: 11, Loss: 6.487338542938232
Batch: 12, Loss: 6.787746429443359
Batch: 13, Loss: 6.181412220001221
Batch: 14, Loss: 6.1883087158203125

Epoch 167 out of 2000Batch: 1, Loss: 6.5240020751953125
Batch: 2, Loss: 6.360349655151367
Batch: 3, Loss: 6.509181976318359
Batch: 4, Loss: 6.404534339904785
Batch: 5, Loss: 6.377951622009277
Batch: 6, Loss: 6.675268650054932
Batch: 7, Loss: 6.796631813049316
Batch: 8, Loss: 6.157858848571777
Batch: 9, Loss: 6.2975850105285645
Batch: 10, Loss: 6.33621072769165
Batch: 11, Loss: 6.18894100189209
Batch: 12, Loss: 5.93885612487793
Batch: 13, Loss: 6.55811071395874
Batch: 14, Loss: 6.325369834899902

Epoch 168 out of 2000Batch: 1, Loss: 5.43745231628418
Batch: 2, Loss: 5.474136829376221
Batch: 3, Loss: 5.350317001342773
Batch: 4, Loss: 5.456404209136963
Batch: 5, Loss: 5.4830803871154785
Batch: 6, Loss: 5.042455673217773
Batch: 7, Loss: 5.295943737030029
Batch: 8, Loss: 5.384063720703125
Batch: 9, Loss: 5.289216041564941
Batch: 10, Loss: 5.4856672286987305
Batch: 11, Loss: 5.1804609298706055
Batch: 12, Loss: 5.4564290046691895
Batch: 13, Loss: 5.394313335418701
Batch: 14, Loss: 4.955548286437988

Epoch 169 out of 2000Batch: 1, Loss: 8.312520027160645
Batch: 2, Loss: 7.70442008972168
Batch: 3, Loss: 7.5041279792785645
Batch: 4, Loss: 7.380892753601074
Batch: 5, Loss: 7.066844463348389
Batch: 6, Loss: 6.828025817871094
Batch: 7, Loss: 7.3014750480651855
Batch: 8, Loss: 7.106271743774414
Batch: 9, Loss: 7.194948673248291
Batch: 10, Loss: 7.061975002288818
Batch: 11, Loss: 7.030060291290283
Batch: 12, Loss: 7.21301794052124
Batch: 13, Loss: 7.325665473937988
Batch: 14, Loss: 6.800051212310791

Epoch 170 out of 2000Batch: 1, Loss: 6.776997089385986
Batch: 2, Loss: 6.031566143035889
Batch: 3, Loss: 6.455057144165039
Batch: 4, Loss: 6.592690467834473
Batch: 5, Loss: 6.585856914520264
Batch: 6, Loss: 6.735441207885742
Batch: 7, Loss: 6.493413925170898
Batch: 8, Loss: 6.504242897033691
Batch: 9, Loss: 6.448024272918701
Batch: 10, Loss: 6.199403285980225
Batch: 11, Loss: 6.243684768676758
Batch: 12, Loss: 6.014533996582031
Batch: 13, Loss: 6.660091876983643
Batch: 14, Loss: 6.301955699920654

Epoch 171 out of 2000Batch: 1, Loss: 7.166411876678467
Batch: 2, Loss: 7.0284600257873535
Batch: 3, Loss: 6.858500957489014
Batch: 4, Loss: 7.010291576385498
Batch: 5, Loss: 6.854835510253906
Batch: 6, Loss: 7.268202304840088
Batch: 7, Loss: 7.426269054412842
Batch: 8, Loss: 7.405379772186279
Batch: 9, Loss: 7.192068099975586
Batch: 10, Loss: 6.996524333953857
Batch: 11, Loss: 6.946903228759766
Batch: 12, Loss: 6.949704647064209
Batch: 13, Loss: 7.009554386138916
Batch: 14, Loss: 6.980401515960693

Epoch 172 out of 2000Batch: 1, Loss: 5.980510711669922
Batch: 2, Loss: 6.678419589996338
Batch: 3, Loss: 6.077473163604736
Batch: 4, Loss: 6.286762237548828
Batch: 5, Loss: 5.745048522949219
Batch: 6, Loss: 6.157186031341553
Batch: 7, Loss: 6.191177845001221
Batch: 8, Loss: 5.972740173339844
Batch: 9, Loss: 6.348559856414795
Batch: 10, Loss: 5.812817573547363
Batch: 11, Loss: 5.623944282531738
Batch: 12, Loss: 6.0496954917907715
Batch: 13, Loss: 5.9373016357421875
Batch: 14, Loss: 6.4659833908081055

Epoch 173 out of 2000Batch: 1, Loss: 6.211068153381348
Batch: 2, Loss: 6.675453186035156
Batch: 3, Loss: 6.473473072052002
Batch: 4, Loss: 6.400600910186768
Batch: 5, Loss: 6.37756872177124
Batch: 6, Loss: 6.554076194763184
Batch: 7, Loss: 6.366490364074707
Batch: 8, Loss: 6.560345649719238
Batch: 9, Loss: 6.3366594314575195
Batch: 10, Loss: 6.35780143737793
Batch: 11, Loss: 6.336528301239014
Batch: 12, Loss: 6.0024847984313965
Batch: 13, Loss: 6.234193801879883
Batch: 14, Loss: 6.4828572273254395

Epoch 174 out of 2000Batch: 1, Loss: 7.163010597229004
Batch: 2, Loss: 7.41066312789917
Batch: 3, Loss: 7.04299783706665
Batch: 4, Loss: 6.666114330291748
Batch: 5, Loss: 7.067863464355469
Batch: 6, Loss: 6.73082971572876
Batch: 7, Loss: 6.8886542320251465
Batch: 8, Loss: 7.23407506942749
Batch: 9, Loss: 7.066043853759766
Batch: 10, Loss: 7.11779260635376
Batch: 11, Loss: 6.8367390632629395
Batch: 12, Loss: 7.3772501945495605
Batch: 13, Loss: 7.220106601715088
Batch: 14, Loss: 6.918700218200684

Epoch 175 out of 2000Batch: 1, Loss: 6.978155136108398
Batch: 2, Loss: 7.12171745300293
Batch: 3, Loss: 6.8855204582214355
Batch: 4, Loss: 6.851256847381592
Batch: 5, Loss: 6.948738098144531
Batch: 6, Loss: 6.63350772857666
Batch: 7, Loss: 7.412283897399902
Batch: 8, Loss: 6.733601093292236
Batch: 9, Loss: 6.767968654632568
Batch: 10, Loss: 7.121840953826904
Batch: 11, Loss: 6.767282962799072
Batch: 12, Loss: 7.1168904304504395
Batch: 13, Loss: 7.249993324279785
Batch: 14, Loss: 7.2543463706970215

Epoch 176 out of 2000Batch: 1, Loss: 6.712698936462402
Batch: 2, Loss: 6.714048385620117
Batch: 3, Loss: 6.65729284286499
Batch: 4, Loss: 6.067748546600342
Batch: 5, Loss: 6.2414469718933105
Batch: 6, Loss: 6.636963367462158
Batch: 7, Loss: 6.779750823974609
Batch: 8, Loss: 6.692646026611328
Batch: 9, Loss: 6.26075553894043
Batch: 10, Loss: 7.1742401123046875
Batch: 11, Loss: 6.410858631134033
Batch: 12, Loss: 6.731368541717529
Batch: 13, Loss: 6.670177459716797
Batch: 14, Loss: 6.333454608917236

Epoch 177 out of 2000Batch: 1, Loss: 6.44327449798584
Batch: 2, Loss: 6.27098274230957
Batch: 3, Loss: 6.599480628967285
Batch: 4, Loss: 6.580333709716797
Batch: 5, Loss: 6.007187843322754
Batch: 6, Loss: 6.71129035949707
Batch: 7, Loss: 6.609670162200928
Batch: 8, Loss: 6.834684371948242
Batch: 9, Loss: 6.513136863708496
Batch: 10, Loss: 6.394579887390137
Batch: 11, Loss: 6.1804351806640625
Batch: 12, Loss: 6.178998947143555
Batch: 13, Loss: 6.590251445770264
Batch: 14, Loss: 6.335803985595703

Epoch 178 out of 2000Batch: 1, Loss: 6.150618553161621
Batch: 2, Loss: 6.809279918670654
Batch: 3, Loss: 6.828996181488037
Batch: 4, Loss: 6.259275436401367
Batch: 5, Loss: 6.449560642242432
Batch: 6, Loss: 6.443179607391357
Batch: 7, Loss: 6.506901741027832
Batch: 8, Loss: 6.811569690704346
Batch: 9, Loss: 6.45013952255249
Batch: 10, Loss: 6.977314472198486
Batch: 11, Loss: 6.590818405151367
Batch: 12, Loss: 6.694295883178711
Batch: 13, Loss: 6.432215213775635
Batch: 14, Loss: 6.423611640930176

Epoch 179 out of 2000Batch: 1, Loss: 7.4777140617370605
Batch: 2, Loss: 6.290607452392578
Batch: 3, Loss: 7.4659318923950195
Batch: 4, Loss: 6.567577362060547
Batch: 5, Loss: 6.899285316467285
Batch: 6, Loss: 6.919742584228516
Batch: 7, Loss: 6.889188289642334
Batch: 8, Loss: 6.76806640625
Batch: 9, Loss: 6.770971775054932
Batch: 10, Loss: 6.360857963562012
Batch: 11, Loss: 6.885878086090088
Batch: 12, Loss: 7.159494876861572
Batch: 13, Loss: 6.161014556884766
Batch: 14, Loss: 6.840174198150635

Epoch 180 out of 2000Batch: 1, Loss: 6.720898151397705
Batch: 2, Loss: 7.117146968841553
Batch: 3, Loss: 6.825412750244141
Batch: 4, Loss: 6.8902268409729
Batch: 5, Loss: 6.972768783569336
Batch: 6, Loss: 7.322794437408447
Batch: 7, Loss: 7.096956729888916
Batch: 8, Loss: 6.555927753448486
Batch: 9, Loss: 7.224790096282959
Batch: 10, Loss: 7.147697925567627
Batch: 11, Loss: 6.693739414215088
Batch: 12, Loss: 6.553371429443359
Batch: 13, Loss: 6.86392879486084
Batch: 14, Loss: 6.143839359283447

Epoch 181 out of 2000Batch: 1, Loss: 6.189329147338867
Batch: 2, Loss: 6.060716152191162
Batch: 3, Loss: 6.885015487670898
Batch: 4, Loss: 6.402829647064209
Batch: 5, Loss: 6.641465187072754
Batch: 6, Loss: 6.246098041534424
Batch: 7, Loss: 6.578447341918945
Batch: 8, Loss: 6.699640274047852
Batch: 9, Loss: 6.162699222564697
Batch: 10, Loss: 6.267477989196777
Batch: 11, Loss: 6.400012969970703
Batch: 12, Loss: 6.366255283355713
Batch: 13, Loss: 6.270645618438721
Batch: 14, Loss: 6.856754302978516

Epoch 182 out of 2000Batch: 1, Loss: 6.536223888397217
Batch: 2, Loss: 6.344280242919922
Batch: 3, Loss: 6.535053253173828
Batch: 4, Loss: 6.484181880950928
Batch: 5, Loss: 6.40378999710083
Batch: 6, Loss: 6.160238265991211
Batch: 7, Loss: 6.197131156921387
Batch: 8, Loss: 6.203709125518799
Batch: 9, Loss: 6.692408561706543
Batch: 10, Loss: 6.5448198318481445
Batch: 11, Loss: 6.11893367767334
Batch: 12, Loss: 6.039550304412842
Batch: 13, Loss: 6.232516765594482
Batch: 14, Loss: 5.779101848602295

Epoch 183 out of 2000Batch: 1, Loss: 6.675241470336914
Batch: 2, Loss: 7.041223526000977
Batch: 3, Loss: 7.677265644073486
Batch: 4, Loss: 7.066650390625
Batch: 5, Loss: 7.241683483123779
Batch: 6, Loss: 6.891007423400879
Batch: 7, Loss: 6.655802249908447
Batch: 8, Loss: 7.025044918060303
Batch: 9, Loss: 6.560441970825195
Batch: 10, Loss: 6.911229133605957
Batch: 11, Loss: 7.0945258140563965
Batch: 12, Loss: 6.794151306152344
Batch: 13, Loss: 6.940800666809082
Batch: 14, Loss: 6.810751914978027

Epoch 184 out of 2000Batch: 1, Loss: 6.135478496551514
Batch: 2, Loss: 6.615655899047852
Batch: 3, Loss: 6.573998928070068
Batch: 4, Loss: 6.355848789215088
Batch: 5, Loss: 6.416817665100098
Batch: 6, Loss: 6.282454967498779
Batch: 7, Loss: 6.176599979400635
Batch: 8, Loss: 5.639141082763672
Batch: 9, Loss: 6.187451362609863
Batch: 10, Loss: 6.055970668792725
Batch: 11, Loss: 6.301662921905518
Batch: 12, Loss: 6.249358654022217
Batch: 13, Loss: 6.200584888458252
Batch: 14, Loss: 5.771662712097168

Epoch 185 out of 2000Batch: 1, Loss: 7.074692249298096
Batch: 2, Loss: 7.091253280639648
Batch: 3, Loss: 7.279299736022949
Batch: 4, Loss: 7.186727046966553
Batch: 5, Loss: 7.349157810211182
Batch: 6, Loss: 6.730385780334473
Batch: 7, Loss: 7.268393039703369
Batch: 8, Loss: 6.796276569366455
Batch: 9, Loss: 6.978818416595459
Batch: 10, Loss: 6.752044200897217
Batch: 11, Loss: 6.664198398590088
Batch: 12, Loss: 6.957024097442627
Batch: 13, Loss: 6.6958909034729
Batch: 14, Loss: 7.052374839782715

Epoch 186 out of 2000Batch: 1, Loss: 6.629327297210693
Batch: 2, Loss: 6.729849815368652
Batch: 3, Loss: 6.553868293762207
Batch: 4, Loss: 7.01994514465332
Batch: 5, Loss: 6.58823823928833
Batch: 6, Loss: 6.446047306060791
Batch: 7, Loss: 6.548876762390137
Batch: 8, Loss: 6.852117538452148
Batch: 9, Loss: 6.769413471221924
Batch: 10, Loss: 6.741815567016602
Batch: 11, Loss: 6.760820388793945
Batch: 12, Loss: 6.784636497497559
Batch: 13, Loss: 6.9102396965026855
Batch: 14, Loss: 6.6502156257629395

Epoch 187 out of 2000Batch: 1, Loss: 6.654468536376953
Batch: 2, Loss: 6.632688999176025
Batch: 3, Loss: 6.893550395965576
Batch: 4, Loss: 6.754823207855225
Batch: 5, Loss: 6.416376113891602
